# CT-SEG 0.21: chi(iw) from ED
  0   0   0   0    0.00000      0.3778472              0
  0   0   0   0    0.62832      0.2167492   1.734723e-18
  0   0   0   0    1.25664       0.153914  -3.469447e-18
  0   0   0   0    1.88496      0.1104022  -6.938894e-18
  0   0   0   0    2.51327      0.0821609  -1.734723e-18
  0   0   0   0    3.14159     0.06318915   1.734723e-18
  0   0   0   0    3.76991     0.04991191              0
  0   0   0   0    4.39823     0.04028714              0
  0   0   0   0    5.02655     0.03310622   1.734723e-18
  0   0   0   0    5.65487     0.02762053   1.734723e-18
  0   0   0   0    6.28319     0.02334625   1.734723e-18
  0   0   0   0    6.91150     0.01995922              0
  0   0   0   0    7.53982     0.01723561              0
  0   0   0   0    8.16814     0.01501692              0
  0   0   0   0    8.79646     0.01318856              0
  0   0   0   0    9.42478     0.01166612              0
  0   0   0   0   10.05310     0.01038644   1.734723e-18
  0   0   0   0   10.68142    0.009301574   1.734723e-18
  0   0   0   0   11.30973    0.008374655   8.673617e-19
  0   0   0   0   11.93805       0.007577  -1.734723e-18






  0   0   1   1    0.00000     -0.3063477              0
  0   0   1   1    0.62832     -0.1513963   3.469447e-18
  0   0   1   1    1.25664    -0.09387753  -1.734723e-18
  0   0   1   1    1.88496    -0.05668897   3.469447e-18
  0   0   1   1    2.51327    -0.03491346   3.469447e-18
  0   0   1   1    3.14159     -0.0220882  -8.673617e-19
  0   0   1   1    3.76991     -0.0143709   8.673617e-19
  0   0   1   1    4.39823    -0.00960995  -8.673617e-19
  0   0   1   1    5.02655   -0.006595946   1.734723e-18
  0   0   1   1    5.65487   -0.004638518   4.336809e-19
  0   0   1   1    6.28319   -0.003335706   4.336809e-19
  0   0   1   1    6.91150   -0.002448295              0
  0   0   1   1    7.53982   -0.001830661   4.336809e-19
  0   0   1   1    8.16814   -0.001392129   1.734723e-18
  0   0   1   1    8.79646   -0.001074992              0
  0   0   1   1    9.42478  -0.0008417409  -8.673617e-19
  0   0   1   1   10.05310  -0.0006675067  -8.673617e-19
  0   0   1   1   10.68142  -0.0005354916              0
  0   0   1   1   11.30973  -0.0004341482  -2.168404e-19
