# CT-SEG 0.21: < cdag_i c_j cdag_k c_l > from ED
  0   0   0   0            0.5
  0   0   1   1      0.1375026
  0   1   1   0      0.3624974
  1   0   0   1      0.3624974
  1   1   0   0      0.1375026
  1   1   1   1            0.5
